strategy,S&P500
-1.324283231,-5.753991058
-1.324283231,-5.753991058
-1.324283231,-5.753991058
-1.324283231,-5.753991058
-1.324283231,-5.753991058
-1.324283231,-5.753991058
-1.324283231,-5.753991058
-1.324283231,-5.753991058
-1.324283231,-5.753991058
-1.324283231,-5.753991058
6.750660469,-5.564194729
6.750660469,-5.564194729
6.750660469,-5.564194729
6.750660469,-5.564194729
6.750660469,-5.564194729
6.750660469,-5.564194729
6.750660469,-5.564194729
6.750660469,-5.564194729
6.750660469,-5.564194729
6.750660469,-5.564194729
2.227130607,-5.534317126
2.227130607,-5.534317126
2.227130607,-5.534317126
2.227130607,-5.534317126
2.227130607,-5.534317126
2.227130607,-5.534317126
2.227130607,-5.534317126
2.227130607,-5.534317126
2.227130607,-5.534317126
2.227130607,-5.534317126
2.043199798,-5.512933888
2.043199798,-5.512933888
2.043199798,-5.512933888
2.043199798,-5.512933888
2.043199798,-5.512933888
2.043199798,-5.512933888
2.043199798,-5.512933888
2.043199798,-5.512933888
2.043199798,-5.512933888
2.043199798,-5.512933888
-1.695133945,-5.465847705
-1.695133945,-5.465847705
-1.695133945,-5.465847705
-1.695133945,-5.465847705
-1.695133945,-5.465847705
-1.695133945,-5.465847705
-1.695133945,-5.465847705
-1.695133945,-5.465847705
-1.695133945,-5.465847705
-1.695133945,-5.465847705
7.525774547,-5.256299013
7.525774547,-5.256299013
7.525774547,-5.256299013
7.525774547,-5.256299013
7.525774547,-5.256299013
7.525774547,-5.256299013
7.525774547,-5.256299013
7.525774547,-5.256299013
7.525774547,-5.256299013
7.525774547,-5.256299013
-5.857941004,-5.174634374
-5.857941004,-5.174634374
-5.857941004,-5.174634374
-5.857941004,-5.174634374
-5.857941004,-5.174634374
-5.857941004,-5.174634374
-5.857941004,-5.174634374
-5.857941004,-5.174634374
-5.857941004,-5.174634374
-5.857941004,-5.174634374
5.065160201,-5.06446075
5.065160201,-5.06446075
5.065160201,-5.06446075
5.065160201,-5.06446075
5.065160201,-5.06446075
5.065160201,-5.06446075
5.065160201,-5.06446075
5.065160201,-5.06446075
5.065160201,-5.06446075
5.065160201,-5.06446075
-7.852829796,-5.051886838
-7.852829796,-5.051886838
-7.852829796,-5.051886838
-7.852829796,-5.051886838
-7.852829796,-5.051886838
-7.852829796,-5.051886838
-7.852829796,-5.051886838
-7.852829796,-5.051886838
-7.852829796,-5.051886838
-7.852829796,-5.051886838
-13.38036562,-4.851642714
-13.38036562,-4.851642714
-13.38036562,-4.851642714
-13.38036562,-4.851642714
-13.38036562,-4.851642714
-13.38036562,-4.851642714
-13.38036562,-4.851642714
-13.38036562,-4.851642714
-13.38036562,-4.851642714
-13.38036562,-4.851642714
-0.207164703,-4.73792362
-0.207164703,-4.73792362
-0.207164703,-4.73792362
-0.207164703,-4.73792362
-0.207164703,-4.73792362
-0.207164703,-4.73792362
-0.207164703,-4.73792362
-0.207164703,-4.73792362
-0.207164703,-4.73792362
-0.207164703,-4.73792362
-0.370316808,-4.664036715
-0.370316808,-4.664036715
-0.370316808,-4.664036715
-0.370316808,-4.664036715
-0.370316808,-4.664036715
-0.370316808,-4.664036715
-0.370316808,-4.664036715
-0.370316808,-4.664036715
-0.370316808,-4.664036715
-0.370316808,-4.664036715
8.401759582,-4.639330566
8.401759582,-4.639330566
8.401759582,-4.639330566
8.401759582,-4.639330566
8.401759582,-4.639330566
8.401759582,-4.639330566
8.401759582,-4.639330566
8.401759582,-4.639330566
8.401759582,-4.639330566
8.401759582,-4.639330566
11.61513657,-4.623723384
11.61513657,-4.623723384
11.61513657,-4.623723384
11.61513657,-4.623723384
11.61513657,-4.623723384
11.61513657,-4.623723384
11.61513657,-4.623723384
11.61513657,-4.623723384
11.61513657,-4.623723384
11.61513657,-4.623723384
1.413976602,-4.592348522
1.413976602,-4.592348522
1.413976602,-4.592348522
1.413976602,-4.592348522
1.413976602,-4.592348522
1.413976602,-4.592348522
1.413976602,-4.592348522
1.413976602,-4.592348522
1.413976602,-4.592348522
1.413976602,-4.592348522
2.868486175,-4.562938099
2.868486175,-4.562938099
2.868486175,-4.562938099
2.868486175,-4.562938099
2.868486175,-4.562938099
2.868486175,-4.562938099
2.868486175,-4.562938099
2.868486175,-4.562938099
2.868486175,-4.562938099
2.868486175,-4.562938099
-7.686222276,-4.523546182
-7.686222276,-4.523546182
-7.686222276,-4.523546182
-7.686222276,-4.523546182
-7.686222276,-4.523546182
-7.686222276,-4.523546182
-7.686222276,-4.523546182
-7.686222276,-4.523546182
-7.686222276,-4.523546182
-7.686222276,-4.523546182
-9.512463763,-4.522634912
-9.512463763,-4.522634912
-9.512463763,-4.522634912
-9.512463763,-4.522634912
-9.512463763,-4.522634912
-9.512463763,-4.522634912
-9.512463763,-4.522634912
-9.512463763,-4.522634912
-9.512463763,-4.522634912
-9.512463763,-4.522634912
-11.71963095,-4.507860442
-11.71963095,-4.507860442
-11.71963095,-4.507860442
-11.71963095,-4.507860442
-11.71963095,-4.507860442
-11.71963095,-4.507860442
-11.71963095,-4.507860442
-11.71963095,-4.507860442
-11.71963095,-4.507860442
-11.71963095,-4.507860442
-2.63857483,-4.382371385
-2.63857483,-4.382371385
-2.63857483,-4.382371385
-2.63857483,-4.382371385
-2.63857483,-4.382371385
-2.63857483,-4.382371385
-2.63857483,-4.382371385
-2.63857483,-4.382371385
-2.63857483,-4.382371385
-2.63857483,-4.382371385
2.801173416,-4.328581257
2.801173416,-4.328581257
2.801173416,-4.328581257
2.801173416,-4.328581257
2.801173416,-4.328581257
2.801173416,-4.328581257
2.801173416,-4.328581257
2.801173416,-4.328581257
2.801173416,-4.328581257
2.801173416,-4.328581257
